id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
50,2022-2023,Geography PT 730 Notes,50,"y A Chinese state company has reportedly bagged the multi-million dollar contract to redevelop an international port in Honiara, the capital of the Solomon Islands. y This development has prompted a cautious response from neighboring Pacific countries. The contract is part of a larger $170 million project funded by the Asian Development Bank, which includes upgrading roads and wharves in the Solomon Islands. The China Civil Engineering Construction Company (CCECC) was reported to be the only bidder for the port redevelopment project. y The announcement of this contract comes nearly a year after China signed a security pact with the Solomon Islands, which had raised concerns among Australian officials about the potential for a future Chinese naval presence in the region. y Situated in Oceania, the Solomon Islands consist of approximately 992 small islands, atolls, and reefs. There are six major islands: Choiseul, Guadalcanal, Malaita, Makira, New Georgia, and Santa Isabel....",,,Solomon Islands,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
51,2022-2023,Geography PT 730 Notes,51,"y Union Home Minister Amit Shah was in Arunachal Pradesh for the launch of the ‘Vibrant Villages Programme’ (VVP) in the border village of Kibithoo. y The program aims to improve the quality of life for people living in identified border villages, encourage them to stay in their native locations, and thereby enhance the security of the border. y The focus areas for development include road connectivity, drinking water, electricity (including solar and wind energy), mobile and internet connectivity, tourist centers, multi-purpose centers, healthcare infrastructure, and wellness centers. y Kibithoo has a rich history, especially noted for the sacrifices of Indian soldiers during the 1962 war with China. It was also a point of supply for Tibetan villagers before the war. y The Meyors tribe constitutes a considerable segment of Kibithoo’s populace, playing a pivotal role in shaping the region’s distinct cultural essence....",,,"Kibithoo, Arunachal Pradesh",file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
52,2022-2023,Geography PT 730 Notes,52,"y Fuego volcano is an active stratovolcano in Guatemala that has recently erupted violently and buried several villages on its southern flank. y The Volcán de Fuego, or “Volcano of Fire,” is a highly active stratovolcano located in Guatemala. It’s known for its frequent and often continuous activity, including gas and ash explosions that occur every 15 to 20 minutes. y Fuego has erupted frequently, with notable eruptions in June and November 2018, September 2021, December 2022, and as recently as May 2023. y The volcano is part of the Central American Volcanic Arc and has a history of eruptions dating back to prehistoric times. Its eruptions have been more mafic in recent times compared to older eruptions....",,,Fuego volcano,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
53,2022-2023,Geography PT 730 Notes,53,"y The so-called “laundromat” countries are countries that buy Russian oil and sell processed products to European countries, thus sidestepping European sanctions against Russian Oil. y The five countries (India, China, Turkey, UAE and Singapore) are identified as ‘laundromats’ for Western countries by the Centre for Research on Energy and Clean Air (CREA). y The five countries are responsible for 70 percent of Russia’s crude oil exports....",,,Laundromat’ Countries,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
54,2022-2023,Geography PT 730 Notes,54,"y It is located in the Southwestern Barents Sea at the Outer Bear Island Trough. y The Borealis Mud Volcano is a recently discovered geological phenomenon located in the Barents Sea, south of Norway’s Bear Island. y It was identified on May 7, 2023, by an underwater rover....",,,Borealis Mud Volcano,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
55,2022-2023,Geography PT 730 Notes,55,"y Tam Pà Ling Cave in the Annamite Mountain range in Northern Laos has recently provided groundbreaking insights into the timeline of human arrival in Southeast Asia. y Tam Pà Ling Cave, also known as the Cave of the Monkeys, is an archaeological site located in the Annamite Mountains in northeastern Laos. y It is situated at the top of Pa Hang Mountain, at an altitude of 1,170 meters (3,840 feet) above sea level. y The cave has yielded three hominin fossils, which represent three separate individuals dating from around 70,000 to 46,000 years old. These findings suggest that modern humans may have migrated to Southeast Asia by 60,000 BP. y Tam Pà Ling is part of a network of karst caves, formed by the dissolution of limestone beds dating back to the Upper Carboniferous and Permian periods. y Excavations have uncovered a skull (TPL1) belonging to an anatomically modern human, a mandible (TPL2) with both modern and archaic traits, and a partial mandible (TPL3) with similar mixed features...",,,Tam Pà Ling Cave,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
56,2022-2023,Geography PT 730 Notes,56,"y It is a city located in the European part of Russia. It has recently made headlines for a development far from its usual tourist attractions or football victories. y It lies along the lower Don River, about 32 kilometers (20 miles) from the Sea of Azov, and is directly north of the North Caucasus region. y Rostov-on-Don is a major industrial center, especially known for producing agricultural machinery, and serves as an important transport hub connecting European Russia with the Caucasus region....",,,Rostov-on- Don,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
57,2022-2023,Geography PT 730 Notes,57,"The Report was launched by Convention of Migratory Species of Wild Animals: y Migratory species are declining globally. y 97% of listed fish face extinction risk. y Greatest threats: Overexploitation and loss of natural habitat. y Climate change, pollution, and invasive species also impact migratory species. y Urged actions include: y Combating illegal and unsustainable hunting/capture. y Identifying, protecting, and connecting critical habitats. y Tackling climate change, pollution, and other threats. y Expanding CMS listings to include more at-risk species....",,,State of the World’s Migratory Species Report,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
58,2022-2023,Geography PT 730 Notes,58,"A study estimated a timescale for the collapse of the Gulf Stream between 2025 and 2095, with a central estimate of 2050, if global Carbon emissions are not reduced: y The Gulf Stream is a powerful ocean current in the North Atlantic Ocean. y It originates in the Gulf of Mexico and flows northeastward along the eastern coast of the United States, then across the Atlantic towards Europe. y It plays a significant role in regulating the climate by transporting warm water and heat. y Importance and Impact: y Climate Regulation. y Can lead to extreme weather patterns such as storms or hurricanes. It can also contribute to the formation of fog in certain areas. y Provides a fast and efficient route for ships traveling between North America and Europe....",,,Gulf Stream,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
59,2022-2023,Geography PT 730 Notes,59,y Classification: Belongs to the bamboo tail group y Status: Considered near-threatened according to the IUCN Red List y Endemism: Found exclusively in the Western Ghats region y Habitat: Recorded only between the Nilgiri Hills and Sharavathi Valley y Genus: Sole described species of the genus Phylloneura...,,,Cliffside Bamboo Tail (Phylloneura rupestris):,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
60,2022-2023,Geography PT 730 Notes,60,"y Definition: Anoxic marine basins are bodies of water without oxygen, making them viable for large-scale carbon sequestration in the deep ocean. y Examples: Black Sea, Cariaco Trench, Baltic Sea. y Formation: y Stratification: Density differences (salt or temperature) create layers, impeding vertical mixing and oxygen replenishment. y Organic matter decomposition: Microbes consume oxygen while breaking down organic matter, depleting levels. y Limited circulation: Restricted flow from surrounding oxygenated waters. y Types: y Permanent: Anoxia persists year-round. y Temporary: Anoxia occurs seasonally or during specific events. y Ecological Impact: y Oxygen scarce: Few animals can survive. y Microbial haven: Thriving microbes form the food chain base. y Play a role in global cycles: Carbon, nitrogen, and other elements....",,,Anoxic marine basins,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
61,2022-2023,Geography PT 730 Notes,61,"y India is both the largest producer and importer. y Also known as arhar and tur in India. y Predominantly grown in semi-arid regions. y Requirements: y Rainfall: Needs 600-650mm annually, with initial moist conditions (8 weeks) and dry periods during flowering and pod development. y Temperature: Prefers warm temperatures, ranging from 26-30°C during the rainy season and 17-22°C post-rainy season (November to March). y Soil: Adapts to various soils, but thrives best in sandy loam or loam. y Light: Sensitive to low light during pod development, so flowering during monsoon or cloudy weather can hinder pod formation. y Health benefits: y Low glycemic index. y Rich in thiamine, riboflavin, niacin, vitamin B-6, folate, vitamin A, calcium, zinc, iron, magnesium, and phosphorus. y Major producing states: Uttar Pradesh, Madhya Pradesh, West Bengal, Bihar, and Jharkhand....",,,Pigeonpea:,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
62,2022-2023,Geography PT 730 Notes,62,"Characteristics y Endorheic basin: Water flows into it but not out, leading to rapid evaporation and ephemeral lakes. y Formation triggered by Hurricane Hilary in 2013. y North America’s and the United States’ lowest point....",,,"Badwater Basin, Death Valley National Park",file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
63,2022-2023,Geography PT 730 Notes,63,Goa became the 1st state to get the World Bank backed Sub National Climate Resilient Green Fund. y Sub National Climate Resilient Green Fund: y A global blended finance initiative. y Develops mid-size climate resilient infrastructure & nature-based solutions. y Aims to catalyze climate mitigation and adaptation solutions at the subnational level through a transformative finance model. Green Climate Fund: y Structure: y Fund Manager: Pegasus Capital. y Technical assistance: International Union for Conservation of Nature (IUCN). y Anchor Investor of Concessional Capital: The Green Climate Fund (GCF). y Set up in 2010 under UNFCCC. y Allows funding from developed countries to developing countries for climate change mitigation. y Targets vulnerable societies. y Target Impact: y Enable access to clean & affordable energy and water. y Reduce CO2 emissions. y Support education and economic growth. y Support a circular economy. y Sustainably manage and restore natural and modified ecosystems....,,,World Bank backed Sub National Climate Resilient Green Fund,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
64,2022-2023,Geography PT 730 Notes,64,"y First breeding population discovered along the Chandragiri River in Kera. y Also known as the Asian giant softshell turtle and the frog-faced softshell turtle. y Found in eastern and southern India, Bangladesh, Burma, and other Southeast Asian countries. y Inhabits slow-moving freshwater rivers, lakes, and estuaries. y Conservation Status: Critically Endangered (IUCN), Appendix II (CITES), Schedule I of the Wildlife Protection Act, 1972. y Chandragiri River: y Also known as the Perumpuzha River. y Longest river in Kasaragod district, Kerala. y Originates from the Talakaveri Wildlife Sanctuary in the Western Ghats of Kodagu district, Karnataka....",,,Cantor’s Giant Softshell Turtle,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
65,2022-2023,Geography PT 730 Notes,65,"The high-level committee for Yamuna’s rejuvenation sets a target for floodplain’s demarcation. y Definition: A floodplain is a flat area of land beside a river or stream, stretching from the riverbanks to the valley’s outer edges. y Components: y Floodway: Main channel of the river, sometimes seasonal. y Flood Fringe: Extends from outer banks of floodway to the bluff. Types of Floodplains in India: y Peninsular: Found in Deccan plateau with rock terraces. y Himalayan: Old, wide, and depositional, formed by sediment deposition. y Natural Processes in Floodplain Development: y Erosion: Earth worn away by movement of floodways. y Aggradation (Alluviation): Increase in earthen material as floodway deposits sediment....",,,Yamuna’s Rejuvenation,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
66,2022-2023,Geography PT 730 Notes,66,"The Climate and Clean Air Conference, 2024 emphasized international collaboration for phasing out Short-Lived Climate Pollutants (SLCPs): y It is an annual event hosted by the Climate and Clean Air Coalition (CCAC), comprising over 160 governments and organizations dedicated to SLCP reduction. y SLCPs are pollutants with short atmospheric lifespans but significant warming effects on the climate. y They contribute up to 45% of current global warming, second only to CO2 emissions. y Major sources of SLCPs include inefficient fuel combustion, the agricultural sector, waste management, and refrigeration/cooling processes....",,,The Climate and Clean Air Conference,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
67,2022-2023,Geography PT 730 Notes,67,"Scientists have discovered that North Atlantic right whales are getting smaller, impacting their ability to breed. North Atlantic right whales: y Migratory animals; winter in warmer waters and migrate to the poles for cooler waters in late summer. y Habitat: Temperate and subpolar waters of the north Atlantic and north Pacific oceans, mostly around bays, peninsulas, and in shallow, coastal waters. y Distribution: Generally restricted to the coastal waters of the East coast of the United States and Canada. y Three recognized species of right whales: y Southern right whales (Eubalaena australis) y North Atlantic right whales (Eubalaena glacialis) y North Pacific right whales....",,,North Atlantic right whales,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
68,2022-2023,Geography PT 730 Notes,68,"y Geoengineering or climate engineering approach to mitigate global warming effects. Process: y Spraying large quantities of tiny reflective particles into the stratosphere. y Aim: Cooling the planet by reflecting sunlight back into space. Method: y Spraying reflective particles like sulphur dioxides, finely powdered salt, or calcium carbonate....",,,Stratospheric Aerosol Intervention/ Injection (SAI),file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
69,2022-2023,Geography PT 730 Notes,69,"y Location: Lakshadweep, India y Land Ownership: Around 60% of land in Lakshadweep, including parts of Androth, Kalpeni, Kavaratti, Minicoy, and Agatti islands, along with six uninhabited islands, constitutes pandaram land y Ownership Agreement: According to the agreement signed in 1884, Pandaram land was handed over to them, and if they continued to possess them for 40 years, ownership would pass on to the islanders....",,,Pandaram Island,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
70,2022-2023,Geography PT 730 Notes,70,y Location: East-central Northern Ireland y Water source: Upper River Bann y Drainage: Northward by the Lower Bann y Importance: Largest freshwater lake in the British Isles...,,,Lake Lough Neagh,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
71,2022-2023,Geography PT 730 Notes,71,y Group of islands off the northwestern coast of Europe Consists of: y Great Britain y Ireland y Other smaller islands...,,,British Isles,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
72,2022-2023,Geography PT 730 Notes,72,"Prime Minister of India, in the 103rd edition of Mann ki Baat, spotlighted the business of ‘bhojpatra calligraphy’ by Mana village women near Badrinath. y Bhojpatra, or Himalayan Birch, grows at elevations of 3,000m or higher. y Its bark serves as paper for writing text due to its unique properties. y The women of Mana village utilize bhojpatra for calligraphy, showcasing traditional skills and fostering entrepreneurship. y This initiative reflects the promotion of indigenous crafts and economic empowerment of local communities. y Also known as Himalayan Birch, this deciduous tree thrives in the Himalayas, growing at elevations of up to 4,500 meters. y Possessing high freezing tolerance, it forms a treeline in the Himalayan region, crucial for the ecosystem. y A long-lived species, it can endure for up to 400 years, unique among angiosperms in dominating extensive sub-alpine areas. y Distribution: Widely found in the altitudinal range of 3100 - 3800 m in the North-western Himalaya. y I...",,,Bhojpatra Tree,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
73,2022-2023,Geography PT 730 Notes,73,"Conservative voices in Japan suggest that the conflict between Russia and Ukraine might provide an opportunity for Japan to assert control over the disputed Kuril Islands. y Location: Kuril Islands are situated between the Sea of Okhotsk and the Pacific Ocean, near Japan’s northernmost prefecture, Hokkaido. y Names: Japan refers to them as Northern Territories, Russia calls them the Kuril Islands, and South Korea named them Dokdo Islands. y Geological Features: Part of the Pacific Ring of Fire belt, they boast over 100 volcanoes, with 35 classified as active, and are rich in hot springs. y Sovereignty Dispute: Both Russia and Japan claim sovereignty over the islands, which have been under Russian control since the end of World War II. The Soviet Union seized them at the war’s end and expelled Japanese residents by 1949. Tokyo argues that the islands have been Japanese territory since the early 19th century....",,,Kuril Islands,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
74,2022-2023,Geography PT 730 Notes,74,"y Flora endemic to the tropical dry deciduous forest in Eastern Ghats region of Andhra Pradesh. y Very slow-growing tree species that attains maturity after 25 – 40 years. y Resistant to droughts. y Locally known as Yerra Chandanam, Rakta Chandanam. y Its therapeutic properties are responsible for its high demand across Asia, particularly China, for use in cosmetics, medicinal products, and high-end furniture/woodcraft....",,,Red Sanders,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
75,2022-2023,Geography PT 730 Notes,75,"y India surpassed Brazil as the largest sugar producer in 2021-2022, reaching 359 lakh tonnes. y Reasons for excess sugar production include high consumption, government policies like Fair and Remunerative Price (FRP) for sugarcane, and heavy subsidies. y Excessive sugarcane cultivation exacerbates groundwater depletion, particularly in top sugarcane-growing states like Maharashtra, Uttar Pradesh, Karnataka, Gujarat, and Tamil Nadu. y A 2022 report by the Central Ground Water Board (CGWB) highlighted that a significant portion of groundwater assessment units in Maharashtra, Uttar Pradesh, and Karnataka were in a critical or over-exploited state due to sugarcane cultivation....",,,India’s Excess Sugar Production and Groundwater Depletion,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
76,2022-2023,Geography PT 730 Notes,76,Adani Ports seeks nod to build two more berths at Kattupalli Port as a mega expansion stall. y Location: Kattupalli Port in Tamil Nadu y Capacity: 18 million tonnes per annum (MTPA) y Features: ⚪ Dedicated yard for Direct Port Delivery clearance ⚪ Direct Port Entry for factory stuffed/self-sealed export-laden containers ⚪ Flexible carting arrangements...,,,Kattupalli Port,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
77,2022-2023,Geography PT 730 Notes,77,"Experts caution pesticide sellers about glyphosate due to its carcinogenic properties. y About Glyphosate: ⚪ Widely used herbicide effective against certain weeds and grasses. ⚪ Primarily used in agriculture, forestry, and lawn/garden care. ⚪ Composed of a linear carbon chain with weaker bonds, making it less persistent in the environment. ⚪ Known brands in India: Roundup, Glycel, Brake. ⚪ Effective only on plants above water level, ineffective on submerged or largely underwater plants. y Systemic Nature of Glyphosate: ⚪ Absorbed by plant leaves and translocated throughout the vascular system. ⚪ Reaches various plant parts including roots, effectively controlling both above and below-ground plant parts. ⚪ Slow degradation in plants, potential residues in food products....",,,Glyphosate Warning,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
78,2022-2023,Geography PT 730 Notes,78,"y Location: Gondia and Shahdara Districts of Maharashtra. y Encompasses Navegaon National Park, Navegaon Wildlife Sanctuary, Nagzira Wildlife Sanctuary, New Nagzira Wildlife Sanctuary, and Koka Wildlife Sanctuary. y Connected with surrounding tiger reserves like Pench, Kanha, Tadoba Andhari Tiger Reserve, Indravati Tiger Reserve, etc....",,,Navegaon- Nagzira Tiger Reserve,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
79,2022-2023,Geography PT 730 Notes,79,"y Recently, received the Geographical Indication (GI) tag. y Short bold aromatic rice. y Grown in higher reaches of Kashmir valley. y The cooked rice is unique. y Possesses a harmonious blend of taste, aroma, and rich organoleptic properties....",,,Mushk Budji Rice,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
80,2022-2023,Geography PT 730 Notes,80,"y Withstood dinosaurs and other prehistoric eras y Now facing threat from climate change y Moss species within genus endangered y Highlighting vulnerability of ancient plant life to modern challenges About Takakia: y Rare genus of moss adapted to high altitudes over millions of years. y Appearance resembles a layer of moss or green algae from afar, but closer inspection reveals slender turf around 1 cm in length with short, finger-like leaves. y Consists of only two species, T. lepidozioides and T. ceratophylla, both found exclusively in the Tibetan Plateau. y Developed survival abilities against frost, UV radiation, and other harsh conditions. y Combination of features from mosses, liverworts, and green algae. y Separated from other mosses 390 million years ago, shortly after the first land plants evolved....",,,Takakia: Oldest surviving plant genus,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
81,2022-2023,Geography PT 730 Notes,81,About Feni River: y Forms part of the India-Bangladesh border. y Originates in the South Tripura district. y Flows through Sabroom town on the Indian side. y Meets the Bay of Bengal after flowing into Bangladesh....,,,Maitri Setu,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
82,2022-2023,Geography PT 730 Notes,82,"y The Sulina Channel is crucial for Ukraine’s grain trade. y It serves as an alternative passage after Russia’s withdrawal from the Black Sea grain deal. y The deal ensured safe passage for cargo ships carrying grain from Ukrainian Black Sea ports. y The Sulina Channel, a distributary of the Danube, facilitates this new trade route. y It connects major Ukrainian ports to the Black Sea within Romania’s borders....",,,Sulina Channel,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
83,2022-2023,Geography PT 730 Notes,83,"y Second longest river in Europe after the Volga. y Originates in the Black Forest region of Germany, near Donaueschingen. y Flows eastward through several countries. y Empties into the Black Sea. y Passes through or forms the border of ten countries. y Countries include Germany, Austria, Slovakia, Hungary, Croatia, Serbia, Bulgaria, Romania, Moldova, and Ukraine....",,,Danube River,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
84,2022-2023,Geography PT 730 Notes,84,"The Solar Energy Corporation of India (SECI) has invited bids for developing over 4 gigawatts (GW) of renewable energy, including wind power. About Solar Energy Corporation of India Limited (SECI): y SECI is a Central Public Sector Undertaking (CPSU) under the administrative control of the Ministry of New and Renewable Energy (MNRE). y It was established to facilitate the implementation of the National Solar Mission (NSM) and its set targets. y SECI is the only CPSU dedicated solely to the renewable energy sector. y Vision: To build a ‘Green India’ by harnessing abundant solar radiation and achieving energy security for the country. y Mission: ⚪ To lead in the development of large-scale solar installations, solar plants, and solar parks, promoting the use of solar energy across India. ⚪ To pioneer new technologies for harnessing solar energy and their deployment....",,,SECI invites bids for 4 GW renewable energy power,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
85,2022-2023,Geography PT 730 Notes,85,"y A lotus variety named ‘Namah 108’ was unveiled at CSIR - National Botanical Research Institute, Lucknow, under the One Week One Lab (OWOL) initiative of CSIR. y OWOL aims to showcase each lab’s history and scientific achievements for a week. y ‘Namah 108’ was discovered years ago in Manipur and is the only lotus variety in India with its genome sequenced. y A Lotus Mission was launched as part of the horticulture mission to promote its cultivation across the country....",,,‘NAMAH 108’,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
86,2022-2023,Geography PT 730 Notes,86,"y The last survivors of the Piripkura tribe were found in Brazil’s Mato Grosso region: y The Piripkura tribe is known for its nomadic lifestyle and efforts to preserve its traditional way of life. y Encroachment on their land by illegal logging, mining, and other activities has posed significant challenges to the tribe. y Their territory has been under threat from deforestation and resource extraction. y Finding the last survivors raises questions about how to protect their rights and preserve their culture. y Efforts may include establishing protected areas, advocating for indigenous rights, and addressing the underlying causes of land exploitation....",,,Piripkura tribe,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
87,2022-2023,Geography PT 730 Notes,87,y The bacteria is identified as Methylotuvimicrobium buryatense 5GB1C. y This bacteria shows potential in reducing methane emissions. y Potential applications include reducing methane emissions from landfills and oil wells. y The discovery raises the possibility of using bacteria to combat global warming....,,,Researchers have discovered a bacteria capable of consuming methane,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
88,2022-2023,Geography PT 730 Notes,88,"Aims to finance the implementation of Kunming-Montreal Global Biodiversity Framework (KMGBF). y Governance of GBFF ⚪ Decisions taken by consensus by GBFF Council, akin to the GEF Instrument. y Financial Management ⚪ The World Bank was invited as a Trustee of GBFF. ⚪ Modeled after funds like the Capacity-Building Initiative for Transparency (CBIT) Trust Fund, Least Developed Countries (LDCs) Fund, Special Climate Change Fund, and Nagoya Protocol Implementation Fund (NPIF). y Features of GBFF ⚪ Mobilizes and disburses capital from public, private, and philanthropic sources, focusing on biodiversity and ecosystem sustainability. ⚪ 20% of funds allocated to support Indigenous-led initiatives. y Prioritization ⚪ Focuses on support for Small Island Developing States and LDCs....",,,Global Biodiversity Framework Fund (GBFF),file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
89,2022-2023,Geography PT 730 Notes,89,"y Adopted at COP15 (2022), comprising 4 goals and 23 targets for 2030. y Aims to restore ecosystems, conserve areas, prevent species extinction, reduce pollution risks, tackle climate change, etc. y Commitment to channel USD 200 billion annually for conservation. y Mandates companies to report biodiversity impacts and reduces harmful subsidies. Onion Production in India: y India ranks second globally in onion production, known for pungency and year-round availability. y Major producing states include Maharashtra, Karnataka, Madhya Pradesh, Gujarat, Bihar, Andhra Pradesh, Rajasthan, Haryana, and Telangana. y Maharashtra leads with around 43% share, followed by Madhya Pradesh (16%), Karnataka, and Gujarat (9% each). y Major export destinations include Bangladesh, Malaysia, Sri Lanka, United Arab Emirates, Nepal, and Indonesia....",,,Kunming- Montreal Global Biodiversity Framework,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
90,2022-2023,Geography PT 730 Notes,90,"y Partially precooked in inedible husk before processing. y Facilitates husk removal before milling, making it easier. y Historically practiced in Asia and Africa for husk removal ease....",,,Parboiled Rice,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
91,2022-2023,Geography PT 730 Notes,91,"y Only ape species found in India. y Native to eastern Bangladesh, Northeast India, Myanmar, and Southwest China. y Gibbons are the smallest and fastest of all apes. y Habitat primarily includes tropical and subtropical forests in Southeast Asia. y The Hoolock gibbon is one of 20 species of gibbons worldwide. y It is divided into two subspecies: Western Hoolock Gibbon and Eastern Hoolock Gibbon Western Hoolock Gibbon: y Range: Found in all states of northeast India, restricted between the south of the Brahmaputra River and east of the Dibang River. y Conservation Status: Listed as Endangered on the IUCN Red List. Eastern Hoolock Gibbon: y Habitat: Inhabits specific pockets of Arunachal Pradesh and Assam in India, and southern China and northeast Myanmar. y Conservation Status: Listed as Vulnerable on the IUCN Red List....",,,Hoolock Gibbon,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
92,2022-2023,Geography PT 730 Notes,92,Chhattisgarh High Court dismisses plea seeking tiger reserve status for Bhoramdeo Wildlife.,,,Bhoramdeo Wildlife Sanctuary,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
93,2022-2023,Geography PT 730 Notes,93,"y A plant disease affecting foliage, causing discoloration, wilting, and, in severe cases, leaf death. y Typically caused by fungi or bacteria infecting and damaging plant tissues. y Can affect a wide range of plants, including trees, shrubs, ornamental plants, and crops....",,,Leaf Blight,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
94,2022-2023,Geography PT 730 Notes,94,"As per Environment Minister, Chitala’s river ranching to help balance aquatic ecosystem, raise farmers’ income. Chitala Fish, an obligate, typically nocturnal predator feeding on smaller fishes. Distribution: y Although often reported to range throughout most of southern Asia, this species is probably restricted to the Indian subcontinent in Pakistan, India (records from the states of Manipur, Uttaranchal, West Bengal, Assam, Tripura, Uttar Pradesh, and Bihar), Nepal, and Bangladesh. Habitat: y Mostly known from major river channels and freshwater lakes but has also been observed in swamps. y Found in the Indus, Ganges-Brahmaputra, and Mahanadi river basins in India. Conservation Status: y IUCN: Near Threatened...",,,Chitala Fish,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
95,2022-2023,Geography PT 730 Notes,95,"Sanchi Becomes India’s First Solar City. y Location: Sanchi town in the Raisen District of Madhya Pradesh, India. y UNESCO World Heritage Site: Known for its Buddhist Monuments (Stupa). y Significance: ⚪ Geographic Position: Sits near the Tropic of Cancer, making it ideal for harnessing solar power. ⚪ Environmental Impact: Expected to reduce emissions of more than 14,000 tonnes of carbon dioxide annually....",,,Solar City,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
96,2022-2023,Geography PT 730 Notes,96,y Discovery: May 2020 y Location: Sahara Desert y Characteristics: ⚪ Unusual rocks containing distinctive greenish crystals ⚪ Identified as remnants from the early Solar System y Origin: Pieces of the meteorite Erg Chech 002 y Age: Approximately 4.56556 billion years y Significance: Oldest volcanic rock ever found...,,,Sahara space rock,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
97,2022-2023,Geography PT 730 Notes,97,"y Contains distinctive greenish crystals from outer space, remnants from the dawn of the Solar System. y Pieces of a meteorite, identified as the oldest volcanic rock ever discovered. y Classified as an “ungrouped achondrite,” indicating unknown parent bodies and family relationships....",,,Erg Chech 002,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
98,2022-2023,Geography PT 730 Notes,98,"The Minister of Defence has laid the foundation stone for Nyoma airfield in Eastern Ladakh. Location: y Nyoma village is situated near the southern bank of Pangong Tso at an altitude of 13,700 feet. y It is approximately 46 kilometers away from the Line of Actual Control (LAC)....",,,Nyoma airfield,file:///Users/harshvardhanjha/upsc-news-digest/docs/Geography-PT-730.pdf
