id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
40,2022-2023,History PT730 v2 Notes,40,"The New Parliament has 6 entrances, each signifying a different role. y Gaja Dwar (North Gate): Represents wisdom and wealth, intellect, and memory. y Garuda Dwar (Eastern Gate): Eagle-like Garuda stands, which signifies the aspirations of the people and the administrators of the country. y Ashwa Dwar (Southern Gate): Horse standing alert and ready which is symbol of endurance and strength, power, and speed, also describing the quality of governance. y Shardul Dwar (Western Gate): Mythological creature, Shardul symbolising the power of the people of the country. y Hansa Dwar(North East): Reminding the people the power of discernment and selfrealisation as essential feature of Democracy. y Makara Dwar: Mythological aquatic creature, Makara representing unity in diversity among the people of the country....",,,New Parliament Gates and their Significance,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
41,2022-2023,History PT730 v2 Notes,41,"Context: The Ministry of Culture collaborated with the Indian Navy to reconstruct an ancient stitched ship (Tankai Method). The Ministry of Culture has fully funded this project. About the project y This project includes a 21-metre “stitched ship” will be made using an ancient technique of constructing a ship by stitching the planks of wood using ropes, cords, coconut fibres, natural resins and oils. y These ships, constructed by stitching wooden planks together rather than using nails, offered flexibility and durability, making them less susceptible to damage from shoals and sandbars....",,,Ancient Sticthed Shipbuilding Method (Tankai Method):,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
42,2022-2023,History PT730 v2 Notes,42,"Vinay Pitaka y It focuses on the monastic rules and regulations governing the life of Buddhist monks and nuns. y Compilation is attributed to the Buddha’s direct disciples, specifically Upali for the monastic rules and Mahakassapa for the discipline and code of conduct. y Contains a comprehensive set of rules and guidelines for the monastic community (Sangha). y It covers various aspects of monastic life, including rules of conduct, etiquette, organization of the monastic community, and procedures for handling disciplinary matters. y It provides a framework for ethical conduct, self-discipline, and communal living, thereby supporting the spiritual progress and well-being of individual practitioners and the Sangha as a whole. y The Vinaya Pitaka serves as a primary guide for living a life of celibacy, simplicity, and ethical conduct. y It is divided into three parts: ⚪ Suttavibhanga: This section contains the basic rules of conduct (Patimokkha) for monks and nuns, categorized into vario...",,,Vinay Pitaka,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
43,2022-2023,History PT730 v2 Notes,43,"Abhidhamma Pitaka y It is the third division of the Pali Canon, the primary scripture of Theravada Buddhism. It comprises a collection of philosophical and analytical texts that systematically analyze the nature of mind, consciousness, and reality. y According to tradition, the Abhidhamma Pitaka was taught by the Buddha during his lifetime but was compiled and organized by his disciples after his passing. The texts are attributed to various early Buddhist scholars, with the most prominent being Sariputta, the Buddha’s foremost disciple in wisdom. y It provides a theoretical framework for understanding the workings of the mind and the nature of consciousness. It explores topics such as karma, rebirth, dependent origination, and the path to liberation from suffering. y Abhidhamma Pitaka is structured into seven books, known as the “Seven Abhidhamma Books” or “Seven Treatises”: ⚪ Dhammasangani: The Enumeration of Phenomena, which categorizes and classifies all phenomena according to vario...",,,Abhidhamma Pitaka,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
44,2022-2023,History PT730 v2 Notes,44,"Milindapanah y Known as the Questions of King Milinda, is a dialogue between King Milinda (Menander I) of the Indo-Greek Kingdom and the Buddhist sage Nagasena. y It is believed to have been composed in the 1st century CE in northwest India. y Milindapanha covers a wide range of topics, including the nature of self (anatta), karma, rebirth, the nature of consciousness, the Four Noble Truths, the Noble Eightfold Path, meditation, and the concept of Nirvana. y Milindapanha is significant both as a philosophical treatise and as a historical document, shedding light on the interaction between Buddhism and Greek culture during the Hellenistic period in India. y The original text of Milindapanha is in Pali, a Middle Indo-Aryan language used in the early Buddhist scriptures. y The Milindapanha has been influential not only within the Buddhist tradition but also in the broader context of cross-cultural philosophical exchanges, reflecting the assimilation and adaptation of Buddhist ideas in dif...",,,Milindapanah,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
45,2022-2023,History PT730 v2 Notes,45,"y Nidānakathā translates to “Introduction” or “Story of the Lineage.” y It serves as the introductory narrative to each Jātaka story, explaining the circumstances and events that led to the Buddha- to-be (Bodhisatta) performing a particular meritorious deed in a past life. y Nidānakathā presents the biographical background of the Bodhisatta, including details about his family, upbringing, virtues, and the specific circumstances that motivated him to practice generosity, morality, wisdom, and other paramitas ....",,,Nidankatha,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
46,2022-2023,History PT730 v2 Notes,46,"y Dipavamsa provides a historical account of Buddhism in Sri Lanka. y It translates to “Chronicle of the Island,” referring to Sri Lanka, which was known as “Dīpa” (island) in ancient times. y Buddhaghosa refers to Dipavamsa in his treatise “Samantapasadika”. y Author: Mahānāma Thera, composed the text in the 4th century CE, during the reign of King Mahasena. y The narrative of the Dīpavaṃsa is divided into distinct historical periods, tracing the lineage of Sri Lankan kings, the establishment of Buddhist monasteries, the propagation of Buddhism, and significant events in the religious and political history of the island....",,,Dipavamsa,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
47,2022-2023,History PT730 v2 Notes,47,"y It was written in Pali, chronicling the history of Sri Lanka. y “Mahavamsa” translates to “Great Chronicle” or “Great Genealogy,” y Author: Attributed to the Buddhist monk Mahanama Thera, who composed the text in the 5th century CE. He was a member of the Mahavihara monastery in Anuradhapura, Sri Lanka. y The Mahavamsa covers a vast period of time, beginning with the legendary arrival of Prince Vijaya in Sri Lanka in 543 BCE and continuing up to the reign of King Mahasena in the 4th century CE. y The Mahavamsa incorporates both legendary myths and historical facts, presenting a mixture of religious and secular narratives. y It combines genealogical records with miraculous stories and moral teachings....",,,Mahavamsa,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
48,2022-2023,History PT730 v2 Notes,48,"y Also known as Nettipakarana. y It was composed in Pali. y The title “Nettipakarana” translates to “Guidebook” or “Manual.” It is also known as “Nettiganda,” derived from the name of the primary interlocutor, Netti. y Author: Maha Kaccana y The Nettipakarana is a systematic exposition of Buddhist doctrine and philosophy, presented in the form of a dialogue between the monk Maha Kaccana and the novice Netti. y It addresses fundamental concepts of Buddhism, including the nature of the self, causality, consciousness, and the path to liberation....",,,Nettiganda,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
49,2022-2023,History PT730 v2 Notes,49,"y Early Buddhist schools that emerged in India around the 3rd century BCE. y The most important texts in the Sarvāstivāda tradition were the Jñānaprasthāna (a collection of Abhidharma texts) and the Mūlasarvāstivāda Vinaya (monastic rules). y The Sarvāstivāda school is particularly known for its development of Abhidharma literature, which systematically categorizes and analyzes Buddhist teachings. The Jñānaprasthāna, also known as the Abhidharma Pitaka, contains detailed discussions on ontology, psychology, ethics, and other doctrinal topics. y The Sarvāstivādins held several different doctrinal positions, that includes the theory of “sarvam asti” (all exists), which posits the existence of dharmas (phenomenal elements) in all three time periods: past, present, and future. y Geographically the Sarvāstivāda school was prominent in North India, it also had a presence in other regions, including Central Asia and East Asia. It played a significant role in the transmission of Buddhism along...",,,Sarvastivada,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
50,2022-2023,History PT730 v2 Notes,50,"y Buddhacharita, known as the Life of Buddha. y Poem written in Sanskrit. y Composed by Ashvaghosha, an Indian poet and philosopher, around the 1st or 2nd century CE. y Composed during a period of Gupta’s. y It is a hagiographic biography of Gautama Buddha, recounting his life from birth to enlightenment and beyond. y Buddhacharita is divided into 28 chapters, known as sargas, and comprises approximately 1,000 verses. y It begins with the birth of Prince Siddhartha in the kingdom of Kapilavastu and traces his early life as a prince, his renunciation of worldly life, his quest for enlightenment, and his teachings as the Buddha. It concludes with his parinirvana (final passing away) and the spread of his teachings by his disciples. y Explores themes central to Buddhism, such as the nature of suffering (dukkha), the pursuit of enlightenment (bodhi), the impermanence of existence (anicca), and the path to liberation (marga)....",,,Buddhacharita,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
51,2022-2023,History PT730 v2 Notes,51,y “The Extensive Play” or “The Elaborate Display.” y Composed in Sanskrit. y Signifies the extensive narrative and detailed depiction of the life of the Buddha....,,,Lalitavistara,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
52,2022-2023,History PT730 v2 Notes,52,"y Composed in Sanskrit. y Primarily associated with the Mahasanghika school of Buddhism. y “Mahavastu” translates to “Great Story” or “Great Event.” It signifies the vastness and depth of the narrative contained within the text. y The Mahavastu is classified as a Buddhist text belonging to the genre of Avadana literature. y It comprises both prose and verse sections, presenting narratives of the Buddha’s past lives (Jatakas), as well as his own life story and teachings. y Attributed to the Mahasanghika tradition of Buddhism, although its authorship is uncertain. y Compiled and edited over several centuries by various authors and redactors. y The Mahavastu is organized into three main sections: the Vinaya- vastu (discipline section), the Jataka-vastu (past-life section), and the Avadana-vastu (narrative section). y Reflects the doctrinal perspectives of the Mahasanghika school, which emphasized the notion of an “infinite” or “universal” Buddha nature present in all beings....",,,Mahavastu,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
53,2022-2023,History PT730 v2 Notes,53,"y Written by: Mahakaccana in Pali language. y Petakopadesa is a Buddhist scripture sometimes included in the Khuddaka Nikaya of Theravada Buddhism. y The text is often connected to another para canonical text, the Nettipakarana. y Written around 2nd century BCE....",,,Petakopadesa,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
54,2022-2023,History PT730 v2 Notes,54,"y It is a kavya poem with the theme of the conversion of Nanda, Buddha’s half-brother so that he might achieve salvation. y Written by Asvagosh. y The first half of the work describes Nanda’s life, and the second half describes Buddhist doctrines and ascetic practices....",,,Saundarananda,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
55,2022-2023,History PT730 v2 Notes,55,y It is a specimen of Buddhist polemical writing on the caste system advocated by the Vedic schools. y Written by Asvagosh....,,,Vajra Suchi,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
56,2022-2023,History PT730 v2 Notes,56,"y Written by: Vasumitra. y It is an encyclopedic work on Abhidhamma, scholastic Buddhist philosophy. y Its composition led to the founding of a new school of thought called Vaibhasika...",,,Mahavibhasa Shastra,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
57,2022-2023,History PT730 v2 Notes,57,y Written by Buddhaghosha. y Known as path of Purification. y It is a comprehensive summary of older Sinhala commentaries on Theravada teachings and practices....,,,Visuddhimagga,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
58,2022-2023,History PT730 v2 Notes,58,y Written by Nagarjuna y It is a foundational text of the Madhyamaka school of Mahayana Buddhist philosophy. y The work is a grand commentary on Buddha’s “Discourse to Katyayana”....,,,Madhyamika Karika,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
59,2022-2023,History PT730 v2 Notes,59,"y Written by Nagarjuna. y It means transcendental knowledge in Mahayana and Theravada Buddhism. y It also refers to the female deity Prajnaparamita Devi, a personification of wisdom also known as the “Great Mother”....",,,Prajnaparamita Karika,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
60,2022-2023,History PT730 v2 Notes,60,y Astasahasrika Prajnaparamita y Prajnaparamita Hrdaya Sutra y Buddhavatamsaka Sutra y Dasabhumukasutra y Sukhavativyuha y Aksayamatinirdesa y Vimalakirti Nirdesa Sutra y Aryasamghata sutra y Lankavatara Sutra y Mahaparinirvana sutra y Samadhiraja sutra y Sakistamba Sutra y Tathagataguhyaka y Nilakantha Dharani y Samgitiparaya y Jnanaprasthanam y Prajnaptipada y Mahakarmavibhanga y Mahavyutpatti y Mahavadanasutra y Avadanasataka...,,,Other Sanskrit texts,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
61,2022-2023,History PT730 v2 Notes,61,y Rastra (province) under Rashtrapati y Vishya (District) under Vishyapati y Bhukti (50-70 villages) under Bhogapati y Nav Gavunda/ Desh gramakuta: Revenue official...,,,Keywords associated with Medieval India: Rashtrakutas,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
62,2022-2023,History PT730 v2 Notes,62,y Lekhapaddhati: Extensive glossary to many Sanskrit terms used to denote actions and practices to be undertaken by the administrators and the subjects (900-1500 AD) y Karanas: departments y Vyaya karana: accounts department y Vyapara Karana: trade department y Mandapika karana: Secretariat incharge of collection of taxes. y Mandalika: feudal lord...,,,Keywords associated with Medieval India: Rajputs,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
63,2022-2023,History PT730 v2 Notes,63,"y Amaram: Grants to Soldiers y The Ayagars: Village servants or functionaries and constituted groups of families. These were headmen (Reddi or Gauda), Maniyam (accountant) and watchmen (Talaiyari). y Manya: Portion of land or plot in a village. y Ashtavana: Land revenue dept y kandachara: Military dept y Kaikkolar: weavers y Tottiyanas: shepherds y Ashtadiggaja: collective title given to the eight Telugu poets in the court of the emperor Sri Krishna Deva Raya. These were namely Allasani Peddana, Nandi Thimmana, Madayyagari Mallana, Dhurjati, Ayyalaraju Ramabhadrudu, Pingali Surana, Ramarajabhushanudu, and Tenali Ramakrishna...",,,Keywords associated with Medieval India: Vijayanagara Empire,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
64,2022-2023,History PT730 v2 Notes,64,"Mughal Period: y Pahi-kashta: Pahi Kashta were the farmers who did not have lands of their own. y Khud Kashta: Khud Kashta had their own farm lands in the village. They stayed there permanently in villages and did agricultural work. Marathas: y Upari: A category of tenancy tenure held under the Maratha regime y Note: Don’t confuse it with word Uparika of Gupta Period, who used to rule over Bhuktis (Provinces) Delhi Sultanate: y Iqta: Iltutmish Introduced this system in India. Division of the empire into Iqtas, which were assigned to the nobles and officers in lieu of salary Land revenue from different territorial units assigned to army officers. Just like the feudal system....",,,Land revenue related keywords,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
65,2022-2023,History PT730 v2 Notes,65,"y Nathamuni collected the Alvar hymns into the canon known as the Nalayira Divya Prabandham. y The Alvarvaipavam: a sacred biography of the Vaishnava Saints y The hymns of Nayanara Saints were compiled in the 10th Century by Nambi Andar Nambi and this compilation formed the core of the Shaiva Canon, the Tirumurai. Nambi also wrote a work called the Tiruttondar Tiruvantati about the saints y Periyapuranam: Collection of accounts of Shaiva Saints in 12th Century y Kalampakams: Poetic compilations in which the last line, word, foot or syllable of the preceding poem formed the beginning of the succeeding one. y Kovai: Poems in which the verses are arranged in a thematic sequence y The Pantikkovai: 6th Century work written in honour of Pandya King Nedumaran y Tirukkovaiyar: Written in praise of Lord Shiva by Manikkavachakar y Tanchaivanan Kovai: Written by Poyyamolip Pulavar about Tanchaivanan, a minister of Pandya Dynasty...",,,Keywords associated with Sangam Literature,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
66,2022-2023,History PT730 v2 Notes,66,"In Sanskrit and Prakrit: y Banabhatta wrote Harshacharita about King Harshavardhana y Vakapati wrote the Prakrit Gaudavaha about Yashovarman of Kanauj y Bilhana wrote Vikramankadevacharita which is woven around Chalukya Kings like Vikramaditya VI y Sandhyakaranandi’s Ramacharita is a Sanskrit work with double meaning, simultaneously narrating the story of Ramayana and of Ramapala, a 12th Century king of Bengal y Kumarapalacharita is a long poem in Sanskrit and Prakrit, which tells the story of Chalukya Kings of Gujarat and simultaneously illustrates the rules of Sanskrit and Prakrit grammar In Tamil y Nandikkalambakkam is a long poem about the events of reign of Pallava King Nandivarman III y Kalinkattupparani by Cheyankontar is based on the war between Chola King Kulottunga and Anantavarman Chodaganga, the ruler of Kalinga...",,,Prominent Ancient Biographies,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
67,2022-2023,History PT730 v2 Notes,67,"y Nishka and Nishka-griva (gold ornaments) and Hiranya-pinda (gold globules) used during Rig Veda period y Suvarna, Shatamana and Pada were coins mentioned in later vedic texts. These may have been metal pieces of definite weight but not necessarily full-fledged coins y Raktika, Ratti or Rati: Basic Unit of Indian Coin Weight systems of the Gunja Berry Indo-Greek Coins y They bear the name and portrait of the issuing ruler on the obverse y Coins of Menander and Strato I show them slowly again from Teenager to old men, indicating that they had long reigns y They issued Bilingual and Bi-script Coins. The name on the obverse was in Greek whereas on the other side in Prakrit language and Kharosthi script y Coins with the word Negama were issued by Merchant Guilds y Coins with the legend Valuti have been assigned to Pandya Dynasty y Silver Coins with the portrait of a Chera King and the legend Makkatoi have been found in the Krishna Riverbed near Karur y In Kashmir, Copper Coins were supple...",,,Coinage,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
68,2022-2023,History PT730 v2 Notes,68,"y Lord Rama’s story is highly popular and dynamic. y Besides Valmiki Ramayana, there are various other versions of the story. y Jaina version: Paumachariu by Vimalasuri in Prakrit. y Buddhist version: Dasharatha Jataka in Pali. y 12th Century Tamil version by Kamban: Iramavataram. y Ramcharitmanas (16th Century) by Tulsidas is another significant version. y In the Jaina version (Paumachariu), Ravana is portrayed as a tragic hero. y According to this version, Lakshamana killed Ravana, not Lord Rama. y Lord Rama is depicted as embodying all the Jaina virtues, including non-violence....",,,Various Versions of Ramayana,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
69,2022-2023,History PT730 v2 Notes,69,"y Kavirajamarga (The Royal Road of the Poets) is a 9th century work on poetics inspired by or written in parts by Rashtrakuta King Amoghavarsha y Best known poets of the 10th Century were Pampa, Ponna and Ranna, all of whom wrote Jaina Puranas y Pampa wrote Adipurana (an account of the life of 1st Tirthankara Rishabha Deva) and Vikramarjunavijaya (based on Mahabharata...",,,Early Kannada Literature,file:///Users/harshvardhanjha/upsc-news-digest/docs/History_PT730_v2.pdf
