id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
62,2022-2023,Science and Technology v5 1 Notes,62,"India’s Space Economy Goals: Aim to boost global space economy participation through private investment, as discussed at the G20 Space Economy Leaders meeting. Space Industry Growth: y CII report forecasts India’s space industry to reach $50 billion by 2025, driven by satellite-based services demand. y Potential for generating 100,000 jobs, with the industry currently holding a 3% share in the $360 billion global space economy. Indian Space Policy 2023: y Approved to enhance private sector involvement in space activities. y Emphasises ISRO’s focus on research while enabling private sector participation. Key Players and Roles: y IN-SPACe facilitates non-government entity involvement. y NSIL, ISRO’s commercial arm, takes over operational aspects of ISRO missions. y Private Sector Activities Encouraged: y ISP 2023 encourages private investment in infrastructure development. y Provides regulatory clarity for various space activities, including deep-space research. Envisaged Private Sector ...",,,Private Sector in Space Programme of India,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
63,2022-2023,Science and Technology v5 1 Notes,63,"y Joint project between US and India, started in 2014. y Launching in January 2024 from Satish Dhawan Space Centre into near-polar orbit. y Expected minimum operational life of three years. y Low Earth Orbit (LEO) observatory, mapping the entire globe in 12 days....",,,NASA-ISRO Synthetic Aperture Radar (NISAR) Satellite,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
64,2022-2023,Science and Technology v5 1 Notes,64,"Vision: Enable and develop a thriving commercial presence in space, recognizing the private sector’s vital role in the space economy. Key Entities: y IN-SPACe (Indian National Space Promotion and Authorisation Centre): ⚪ Single-window clearance for space launches, satellite transactions, and more. ⚪ Shares technologies, practices with non-government entities (NGEs), ensuring a level playing field. ⚪ Acts as a promoter, setting up industry clusters, and a regulator, issuing liability guidelines. ⚪ Aims to establish a stable and predictable regulatory framework. New Space India Limited (NSIL): y Commercialises space technologies from public expenditure. y Manages manufacturing, leasing, or procuring space components from private or public sectors. y Ensures commercial principles in servicing space-based needs of users. Department of Space: y Provides overall policy guidelines. y Nodal department for space technology implementation, international cooperation, and dispute resolution mechan...",,,Indian Space Policy-2023,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
65,2022-2023,Science and Technology v5 1 Notes,65,"Man-made objects in Earth’s orbit without a useful purpose.It includes defunct satellites, spent rocket stages, and debris fragments from collisions. Recently, ISRO’s (Indian Space Research Organization) Rocket Debris was found on the shores of Western Australia. y Nov 2022: Fragments of China’s Long March 5B rocket uncontrolled into the south-central Pacific Ocean. y May 2021: Large chunk of a 25-tonne Chinese rocket fell into the Indian Ocean. Initiatives to Deal with Space Debris: India: y ISRO’s IS4OM (System for Safe and Sustainable Operations Management): Continuously monitors objects for collision threats....",,,Space Debris,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
66,2022-2023,Science and Technology v5 1 Notes,66,"y The Planck time is an exceptionally small time interval in theoretical physics. y Originated from Max Planck’s work in 1899, it initially appeared as a scientific curiosity. y Derived from three fundamental constants: gravitational constant (G), speed of light (c), and Planck’s constant (h). Scientists from TU Wien, Max-Planck-Institut für Quantenoptik, FU Berlin, ETH Zürich, and New York University collaboratively conducted the first-ever measurement of a paradoxical quantum phenomenon in a research study. y Max Planck sought to establish a “natural” set of units where these constants are exactly equal to 1....",,,Planck time,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
67,2022-2023,Science and Technology v5 1 Notes,67,"y The cosmic inflation theory elucidates the swift expansion of the universe in the immediate aftermath of the Big Bang. y This expansive phase gave rise to density fluctuations within the early universe, ultimately contributing to the genesis of galaxies. y The current observable patterns and distribution of galaxies can be attributed to the primordial density fluctuations that occurred during this period....",,,Cosmic inflation,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
68,2022-2023,Science and Technology v5 1 Notes,68,"y The GSAT 7 series, developed by ISRO, serves the communication requirements of India’s defence services. y GSAT 7 (Rukmini), India’s inaugural military satellite, offers a range of communication services for military purposes. y Launched in August 2013 from French Guiana, it weighs 2,650 kg and covers a footprint of nearly 2,000 nautical miles in the Indian Ocean region. y Primarily utilised by the Indian Navy, it operates in UHF, C-band, and Ku-band frequencies, facilitating secure real-time communication across naval establishments. y Injected into a Geosynchronous Transfer Orbit (GTO), it has specific perigee, apogee, and inclination parameters. y Recently, the Ministry of Defense has given the Acceptance of Necessity for the GSAT-7B satellite. The satellite would help the Indian Army enhance its surveillance in border areas. y Currently, India has only two dedicated military satellites — the GSAT-7 (Rukmini) and GSAT-7A (Angry Bird) — used by the Indian Navy and Air Force respect...",,,GSAT 7 series satellites,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
69,2022-2023,Science and Technology v5 1 Notes,69,"Moon Craters y Moon craters are formed primarily by the impact of meteoroids, asteroids, and comets colliding with the Moon’s surface. These impacts create depressions or craters of various sizes. y Craters on the moon are of a more permanent nature than those on earth because the erosion, tectonics, and volcanism found on earth is not found as much on Moon...",,,Moon Craters,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
70,2022-2023,Science and Technology v5 1 Notes,70,"Parker Mission y Parker Solar Probe was a NASA spacecraft designed to get closer to the Sun than any previous mission, with a closest approach of about 4 million miles from the solar surface. y Its primary goal is to study the outermost layer of the Sun’s atmosphere, called the corona. y It carries four instrument suites, including WISPR (Wide-Field Imager for Parker Solar Probe) and FIELDS. y first spacecraft in history to “touch” the sun. y It flew through the Sun’s upper atmosphere – the corona – and sampled particles and magnetic fields there....",,,Parker Mission,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
71,2022-2023,Science and Technology v5 1 Notes,71,"y China’s Tianwen-1 spacecraft has successfully landed on Mars, carrying its rover Zhurong. y China is the third country to achieve a Mars landing, following the US and the Soviet Union. y The mission, which launched in July 2020, includes three components: an orbiter for scientific operations and signal relay, a lander, and the Zhurong rover. The lander has touched down on Mars in Utopia Planitia....",,,Tianwen-1,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
72,2022-2023,Science and Technology v5 1 Notes,72,"y Helium Flash in stars is responsible for the enrichment of lithium during the Red Clump stage, as stars transition from red giants, where they destroy lithium. y During the Helium Flash, stars produce lithium, which is crucial for their composition, as they evolve beyond the red giant phase into the Red Clump stage....",,,Helium Flash,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
73,2022-2023,Science and Technology v5 1 Notes,73,"y Blue Stragglers are a distinct class of stars within open or globular clusters, known for their unusual characteristics of being larger and bluer compared to the majority of stars in the cluster. y Blue Stragglers can form through various mechanisms, including mass transfer from one star to another, the collision of two stars, or the complex interactions involving more than two stars in the cluster....",,,Blue Stragglers,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
74,2022-2023,Science and Technology v5 1 Notes,74,"y The Coronal Heating Problem refers to the mystery of why the temperature of the Sun’s outermost layer, the corona, is significantly hotter than the temperature of the photosphere, even though temperature typically decreases as you move away from the Sun’s core....",,,Coronal Heating Problem,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
75,2022-2023,Science and Technology v5 1 Notes,75,"y The Maunder Minimum, a period from about 1645 to 1715, is a notable climate event during which there was a significant decrease in solar activity, particularly in the number of sunspots observed on the Sun’s surface. y The Maunder Minimum coincided with a period of colder temperatures on Earth, often referred to as the Little Ice Age, and it provides evidence of a potential link between solar activity and Earth’s climate....",,,Maunder Minimum,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
76,2022-2023,Science and Technology v5 1 Notes,76,"y LIGO-India is a project designed to detect gravitational waves from the universe, with two 4-km long vacuum chambers, making it the world’s most sensitive interferometer. y It is set to commence scientific operations in 2030 and will be situated in the Hingoli district of Maharashtra, approximately 450 km east of Mumbai. y The project’s significance lies in making India the fifth node in a prestigious international scientific experiment ⚪ [observatory to detect cosmic gravitational waves  operational: Hanford, Livingstone (US), GEO600 (Germany)  under construction: VIRGO (Italy), KAGRA (Japan)]...",,,LIGO-India,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
77,2022-2023,Science and Technology v5 1 Notes,77,"y Gravitational lensing happens when a massive object, like a giant galaxy or black hole, bends and magnifies the light from objects behind it, just like how regular lenses bend light to focus it. y This is based on Einstein’s idea that mass can bend light, as described in his theory of general relativity. y Gravitational lensing acts like natural cosmic telescopes, helping scientists study faraway galaxies and understand things like black holes and dark matter. But it’s rare and needs precise alignment of a distant object, a massive one, and the observer on Earth....",,,Gravitational lensing,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
78,2022-2023,Science and Technology v5 1 Notes,78,"y The Artemis Accords, formed in 2020, consist of a group of countries, including the United States and others, who agreed to common principles for peaceful space exploration and use. y These principles build upon the foundation of the Outer Space Treaty of 1967. y India became the 27th country to sign the nonbinding Artemis Accords. y The accords include commitments related to conducting space activities for peaceful purposes, sharing scientific data, preserving historic landing sites, utilizing space resources responsibly, and mitigating space debris. y Under the Artemis program, there are three main missions: ⚪ Artemis-I, an unmanned mission to the Moon; ⚪ Artemis-II, the first crewed lunar flyby mission scheduled for 2024; ⚪ Artemis-III, a human return to the Moon mission in 2025, which involves astronauts landing on the lunar surface. ⚪ A Lunar Gateway station is also planned for 2029 to support scientific research and experiments....",,,Artemis Accords,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
79,2022-2023,Science and Technology v5 1 Notes,79,"y Astronomers have recently discovered an exceptionally close black hole to Earth, named “The Unicorn,” which is located merely 1,500 light-years away. y This unique celestial object, residing in the Monoceros constellation (“the unicorn”), stands out due to its remarkably low mass, approximately three times that of the sun, making it an extraordinary find....",,,The Unicorn Black hole,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
80,2022-2023,Science and Technology v5 1 Notes,80,"Neutron stars y Neutron stars are the collapsed remnants of massive stars after a supernova explosion. y They are incredibly dense and have a mass about 1.4 to 2.1 times that of the Sun, but their size is only about 10 to 20 kilometers in diameter. y Neutron stars are composed almost entirely of neutrons, and their intense gravity causes the protons and electrons to combine, forming a sea of neutrons. y This high-density environment is why they are called neutron stars. y Neutron stars are known for their rapid rotation. They can spin on their axes hundreds of times per second, and this rotation generates powerful beams of radiation, which, when pointed towards Earth, create pulsars. Types of Neutron Stars: y Pulsars: Pulsars are rapidly rotating neutron stars that emit beams of electromagnetic radiation from their magnetic poles. When these beams sweep across our line of sight, we observe them as pulsating signals, much like the blinking of a cosmic lighthouse....",,,Neutron stars and its types,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
81,2022-2023,Science and Technology v5 1 Notes,81,y Arktika-M is a series of Russian Earth observation satellites designed to monitor the Arctic region. y They are primarily intended for environmental and climate research in the high-latitude Arctic area....,,,Arktika-M,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
82,2022-2023,Science and Technology v5 1 Notes,82,"y Betelgeuse is a prominent red supergiant star located in the Orion constellation. It is one of the brightest stars in the night sky and is known for its reddish appearance. Betelgeuse is near the end of its life cycle and is expected to eventually explode as a supernova. y Bellatrix is a blue supergiant star in the Orion constellation, known as the “Amazon Star” due to its brightness and location in the constellation’s left shoulder....",,,"Betelguese, Bellatrix",file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
83,2022-2023,Science and Technology v5 1 Notes,83,"y NASA has selected two missions, DAVINCI+ and VERITAS, for the exploration of Venus, Earth’s closest neighbor. y These missions have been chosen based on their scientific potential and feasibility, with a budget of $500 million allocated for each mission, and they are scheduled to launch between 2028-2030. y DAVINCI+ (Deep Atmosphere Venus Investigation of Noble gases, Chemistry, and Imaging) aims to explore Venus’s atmosphere, composition, and geological features. It will make observations and measurements of noble gases and seek to return high-resolution images of a unique geological feature called “tesserae,” potentially indicating the presence of tectonic plates....",,,"DAVINCI+, VERITAS",file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
84,2022-2023,Science and Technology v5 1 Notes,84,"y Launched on 2nd September 23, reached the orbit on 6th January 24. y A 400-Kg Space craft will be launched using PSLV-XL (PSLV – C57) in an orbit around the Lagrange point 1 (L1) of the Sun-Earth system. y Lagrange points are the positions where the centrifugal force due to the velocity of orbiting satellite & the gravitational force / centripetal forces of two large bodies, Sun and earth balance each other. There are 5 such points in Sun-Earth system. y It is placed at 1.5 million kms away from earth to provide continuous view of the Sun without any occultation due to eclipses. y It carries 7 payloads like electromagnetic, particle and magnetic field detectors to study Solar corona (Visible and near infrared rays), Sun’s Photosphere (soft and hard X-ray) & Chromosphere (UV) solar emissions. y 4 payloads directly view the sun to make round the clock imaging and 3 payloads carryout in-situ studies of particles and fields at L1. y Solar winds, preflare and flare activities, dynamics of...",,,Aditya L1 Mission,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
85,2022-2023,Science and Technology v5 1 Notes,85,"Indian Space Research Organisation (ISRO) launched its pioneering polarimetry mission, XPoSat on January 1. The primary objective of the XPoSat mission is to study the “polarisation” of astronomical X-rays to understand about the astronomical Xray sources such as black holes and neutron stars—the collapsed cores of massive stars etc. XPoSat carries two payloads in its low Earth orbit: 1. POLIX (Polarimeter Instrument in X-rays): Designed to make observations in the energy band of 8-30 keV, POLIX is expected to observe around 40 bright astronomical sources of various categories during its planned five-year mission lifespan....",,,X-Ray Polarimeter Satellite (XPOSAT),file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
86,2022-2023,Science and Technology v5 1 Notes,86,"Recently, India successfully flight tested Solid Fuel Ducted Ramjet (SFDR) Booster, a missile system, at the Integrated Test Range (ITR) in Chandipur off the Odisha coast. y Missile propulsion system utilising Ramjet Engine principles. y Features a solid-fueled air-breathing ramjet engine, extracting oxygen from the atmosphere for lighter weight and increased fuel capacity. y SFDR technology is a collaborative effort between India and Russia. DRDO initiated SFDR development in 2017. Successfully tested in 2018 and 2019, showcasing technological progress. Ramjet Engine Principle: Ramjets utilise the vehicle’s forward motion to compress incoming air for combustion without a rotating compressor. y Ramjets function by “ramming” external air into the combustor using the vehicle’s forward speed. y High pressure is generated by this process, with the external air becoming the working fluid. y Ramjets produce thrust only when the vehicle is in motion; they are ineffective when stationary. y SF...",,,Solid Fuel Ducted Ramjet (SFDR) Technology,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
87,2022-2023,Science and Technology v5 1 Notes,87,"The central government appointed the former head of eastern command Lt General Anil Chauhan (retired) as the new Chief of Defence Staff (CDS). y Creation of Chief of Defence Staff (CDS) Recommended in 2001 by the Group of Ministers (GoM) after the Kargil Review Committee (1999) report. y Integrated Defence Staff formed in 2002 as preparation for the CDS role. Evolution: y 2012: Naresh Chandra Committee suggests Permanent Chairman of Chiefs of Staff Committee. y 2019: CDS post created based on Lt Gen DB Shekatkar committee recommendations. y Gen Bipin Rawat was appointed as the first CDS on Dec 31, 2019. Roles and Responsibilities: y Fosters operational synergy among Army, Navy, and Air Force. y Heads the Department of Military Affairs (DMA) in the Ministry of Defence. y Single-point military adviser to the Defence Minister on tri-service matters....",,,Chief of Defence Staff (CDS),file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
88,2022-2023,Science and Technology v5 1 Notes,88,"India lags a decade in submarine fleet modernization compared to China, which has advanced its larger and more specialised naval capabilities. Key points: y Submarines emerged as pivotal in naval warfare during both World War I (1914–18) and World War II (1939–45). y India’s submarine fleet includes 15 diesel-electric submarines (SSKs) and one nuclear ballistic submarine (SSBN). y Diesel-electric submarines, such as the Shishumar, Kilo, and Kalvari classes, rely on diesel engines and require more frequent resurfacing. y SSNs, exemplified by INS Chakra 2, possess the ability to operate underwater indefinitely and are equipped with diverse tactical weapons. y India stands among the six nations, including the US, the UK, Russia, France, and China, possessing SSNs. y The Arihant and three under-construction SSBNs contribute to India’s Strategic Forces Command. y India’s ambitious 30-year plan (2000-30) for indigenous submarine construction aimed at building 24 submarines through projects P...",,,Submarines,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
89,2022-2023,Science and Technology v5 1 Notes,89,"India is actively incorporating Unmanned Combat Systems (UCS) into its military. In August 2022, the induction of “Swarm Drones” into mechanised forces emphasised the significance of autonomous systems in fortifying the Indian Navy for the future. y Swarm Drones are compact, lightweight aerial vehicles controlled from a centralised station. y Equipped with advanced communication systems, enabling collective control and communication between drones for various formations. Functionality: y Capable of carrying diverse payloads and coordinating collaborative attacks against enemy units....",,,Military Applications of Drones,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
90,2022-2023,Science and Technology v5 1 Notes,90,"The Inter-services Organisations (Command, Control and Discipline) Bill, 2023, was introduced in Lok Sabha on March 15, 2023. y Aims to empower the Commander-in-Chief or Officer-in- Command of Inter-services Organisations to exercise disciplinary or administrative control over service personnel, regardless of their service. y Recognition: Existing organizations like Andaman and Nicobar Command included. y Formation: New Inter-services Organisations with personnel from two services, potentially Joint Services Commands. Command and Control: y Commander-in-Chief gains disciplinary and administrative control. y Superintendence: Central government oversees and issues directives. y Applies to additional forces beyond army, navy, and air force. y Commander-in-Chief open to specific high-ranking officers. y Commander-in-Chief exercises powers equivalent to senior officers in other services. y Oversees units, empowered by Commander-in-Chief for disciplinary actions....",,,"Inter-Services Organisations (Command, Control and Discipline) Bill, 2023",file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
91,2022-2023,Science and Technology v5 1 Notes,91,"y Government has taken adequate steps to make the country self- reliant by developing indigenous advanced technologies and complex systems such as : Defence Acquisition Procedure (DAP 2020): y Maximising acquisition through indigenous sources. y Emphasis on ‘Buy Indigenously Designed Developed and Manufactured (IDDM)’ and ‘Buy (Indian)’ categories. y Involvement of Indian industrial ecosystem, including the private sector. Financial Provisions for Indigenization: y Introduction of Government funding for Make-I, Technology Development Fund (TDF), and iDEX projects. y TDF support increased from Rs 10 crore to Rs 50 crore per Project. y iDEX Prime scheme funding enhanced from Rs 1.5 crore to Rs 10 crore. Positive Indigenization Lists: Imposition of import embargoes on four ‘Positive Indigenization Lists.’ Development cum Production Partner (DcPP) Model: y Implementation of the DcPP model by DRDO for system development projects....",,,Self-Reliance in Defence,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
92,2022-2023,Science and Technology v5 1 Notes,92,"The Ministry of Defence approved projects that will involve design and development of the military hardware under Defence Acquisition Procedure (DAP). DAP2020: y Implementation of a List of Weapons or Platforms prohibited for import, facilitating notifications. y Emphasis on Foreign Direct Investment (FDI) in defence manufacturing and promoting indigenization of manufacturing costs. y Introduction of novel concepts, including the integration of artificial intelligence in platforms, use of indigenous software in defence equipment, and recognition of ‘innovation’ by Start-ups and MSMEs as a new defence acquisition category. y Categorization of procurement into Buy (Indian – Indigenously Designed Developed and Manufactured), Buy (Indian), Buy and Make (Indian), Buy (Global - Manufacture in India), and Buy (Global). y Augmentation of Indigenous Content (IC) requirement for all projects from the previous range of 40% to 50%, depending on the category, to a new range of 50% to 60%. y Exclusi...",,,Defence Acquisition Policy 2020 (DAP),file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
93,2022-2023,Science and Technology v5 1 Notes,93,"The recently published SIPRI Yearbook 2023 disclosed that, by the end of the decade, China may possess a quantity of Intercontinental Ballistic Missiles (ICBMs) comparable to that of the United States or Russia. Nuclear Arsenals Ranking: y Russia possesses the highest number of stored nuclear arsenals, followed by the United States and China. y In terms of deployed nuclear arsenals, the United States leads, followed by Russia and France. SIPRI’s Findings on Global Nuclear Arsenals: y The nine nuclear-armed states, including the U.S., Russia, and China, are actively modernising and expanding their nuclear arsenals. y New nuclear-armed or nuclear-capable weapon systems were deployed in 2022. y The nuclear-armed states include the UK, France, India, Pakistan, North Korea, and Israel. y The global inventory comprises approximately 12,512 warheads, with around 9,576 held in military stockpiles. y Russia and the United States collectively possess nearly 90% of all nuclear weapons, maintainin...",,,Stockholm International Peace Research Institute (SIPRI) Reports,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
94,2022-2023,Science and Technology v5 1 Notes,94,"Recently, the Prototype of the world’s 1st Bharat Stage-6 (BS6) Stage- II, Electrified Flex fuel vehicle, developed by Toyota Kirloskar Motor was unveiled. y Flex Fuel Vehicle Technologies: Highlighting the potential Minister of Petroleum & Natural Gas, advocates the promotion of flex fuel vehicles (FFVs) to capitalise on excess ethanol potential in India. The world’s first BS-6 Stage-II Electrified Flex Fuel vehicle prototype, developed by Toyota Kirloskar Motor, is revealed. It combines a flex fuel engine and an electric powertrain for enhanced ethanol use and fuel efficiency. Benefits of Electrified Flex Fuel Vehicles: y Combining a flexi fuel engine and an electric powertrain offers higher ethanol use and fuel efficiency. y Comparable to Strong Hybrid Electric Vehicles (SHEVs) with 30- 50% higher fuel efficiency. y High-level bodies such as the National Green Tribunal (NGT) and Energy Transition Advisory Committee (ETAC) recommend promoting green technologies, including SHEVs and E...",,,Flex Fuel,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
95,2022-2023,Science and Technology v5 1 Notes,95,"Germany has recently introduced the world’s inaugural fleet of trains powered entirely by hydrogen. Hydrogen Fuel Cell: y Hydrogen fuel cells offer clean, reliable, quiet, and high- quality electric power. y U t i l i s e s hydrogen as fuel in an electrochemical p r o c e s s , g e n e r a t i n g electricity with water and heat as by-products....",,,Hydrogen Fuel Cell,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
96,2022-2023,Science and Technology v5 1 Notes,96,"In July 2022, the European Organisation for Nuclear Research (CERN) initiated the third reactivation of the Large Hadron Collider, a decade after its instrumental role in the discovery of the ‘God particle’ or Higgs Boson. Large Hadron Collider (LHC): y Purpose: Study particles, the smallest known building blocks of matter. y Operation: Fires two beams of protons at nearly the speed of light within a ring of superconducting electromagnets. y Operational Mechanism: y Superconducting electromagnets create a magnetic field guiding protons in tight beams. y Critical components chilled using liquid helium, maintaining temperatures colder than interstellar space. Latest Upgrade (Third Run): y Duration: Operates continuously for four years. y Energy Levels: Unprecedented at 13 tera electron volts. y Proton Collisions: Aiming for 1.6 billion proton-proton collisions per second. Key Experiments: y ATLAS (A Toroidal LHC ApparatuS): Largest general-purpose particle detector experiment at LHC. y C...",,,European Organization for Nuclear Research (CERN),file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
97,2022-2023,Science and Technology v5 1 Notes,97,"The increase in coal consumption, despite the growth of solar and wind power, underscores the imperative for Low-Carbon Electricity Resources, specifically Small Modular Reactors (SMRs), to facilitate Deep Decarbonization. Small Modular Reactors (SMRs): Advanced nuclear reactors with a power capacity of up to 300 MW(e) per unit, constituting one-third of traditional nuclear reactors’ generating capacity....",,,SmallM odular Reactors (SMRs),file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
98,2022-2023,Science and Technology v5 1 Notes,98,"According to recent research, scientists are investigating the fortress wall of Xi’an, an ancient city in China, utilising muons, minute particles from outer space with the ability to penetrate surfaces of stone for hundreds of metres. y Scientists employ CORMIS (Cosmic Ray Muon Imaging System) for wall examination in Xi’an city. Muons: y Subatomic particles generated by cosmic ray collisions in Earth’s atmosphere. y Approximately 10,000 muons per square metre reach Earth’s surface every minute. y Heavier than electrons, often referred to as “fat electrons” (207 times more massive). y Can traverse hundreds of metres through matter due to their weight. y Highly unstable, with a short lifespan of 2.2 microseconds. Muography: y Imaging large structures using muons’ penetrating capabilities. y Applications: Valuable tool for investigating large archaeological sites. y Example: In the 1960s, Nobel laureate Luis Alvarez used muography to explore hidden rooms in the Pyramid of Khafre in Giza....",,,MUON tomography,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
99,2022-2023,Science and Technology v5 1 Notes,99,"y The 2023 Nobel Prize in Chemistry recognizes the discovery and advancement of quantum dots, nanoparticles whose properties are determined by their minute size. y Quantum dots, the smallest components of nanotechnology, have diverse applications, including lighting in televisions, LED lamps, and aiding surgeons in tumour removal. y The properties of quantum dots are influenced by quantum phenomena, a departure from conventional understanding based on electron count. y In the early 1980s, Aleksey Yekimov demonstrated size-dependent quantum effects in coloured glass using copper chloride nanoparticles. y Louis Brus later proved size-dependent quantum effects in freely floating particles in a fluid....",,,Nobel Prize in Chemistry 2023,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
100,2022-2023,Science and Technology v5 1 Notes,100,"y The Nobel Laureates in Physics 2023, Pierre Agostini, Ferenc Krausz, and Anne L’Huillier, are recognized for pioneering experiments providing new tools to explore electron dynamics in atoms and molecules. y They demonstrated the creation of attosecond pulses of light, allowing the measurement of rapid electron movements and energy changes. y Attosecond pulses, measured in attoseconds (a few tenths of an attosecond for electron changes), enable imaging of processes within atoms and molecules. y In 1987, Anne L’Huillier discovered overtone light waves through infrared laser transmission in a noble gas, laying the foundation for subsequent breakthroughs. y In 2001, Pierre Agostini produced consecutive light pulses lasting 250 attoseconds, and Ferenc Krausz isolated a single light pulse lasting 650 attoseconds. y These contributions enable the investigation of previously inaccessible rapid processes in the world of electrons. y Attosecond physics offers insights into electron-governed me...",,,Nobel Prize in Physics 2023,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
101,2022-2023,Science and Technology v5 1 Notes,101,"y Nobel Laureates Katalin Karikó and Drew Weissman are recognized for discoveries in nucleoside base modifications, crucial for developing effective mRNA vaccines against COVID-19. y Their groundbreaking findings, changing our understanding of mRNA’s interaction with the immune system, contributed to the rapid development of vaccines during the pandemic. y Traditional vaccines use killed or weakened viruses, while newer ones, like against hepatitis B, use viral genetic code fragments. Vector vaccines use harmless carriers, like Ebola vaccines. y Traditional vaccine production relies on large-scale cell culture, limiting rapid responses to outbreaks. Independent of cell culture, mRNA technology emerged as a promising idea in the 1980s. y In vitro transcription methods accelerated mRNA production, but challenges included instability and delivery issues, leading to inflammatory reactions....",,,Nobel Prize in Physiology or Medicine 2023,file:///Users/harshvardhanjha/upsc-news-digest/docs/Science-and-Technology_v5-1.pdf
