id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
42,2022-2023,Indian Polity & Governance Notes,42,"According to the Election Commission, any of these three conditions need to be met if a party is to be called a “national party”. y A party’s candidates in a minimum of four states must get at least 6 per cent of the total votes polled in each of those states in the last national election. In addition to this, it should have won four seats in the Lok Sabha. y A party should win a minimum of 2 percent of the total seats in the Lok Sabha. The party’s candidates should have been elected from not less than three states. y A party is recognised as a “state party” in at least four states. Benefits under the RPA 1951: y It is entitled to exclusive allotment of its reserved symbol to the candidates throughout India (for the national party) in the State in which it is so recognised (for the state party). y Need only one proposer for filing the nomination and are also entitled to two sets of electoral rolls free of cost at the time of revision of rolls. y Their candidates get one copy of the ele...",,,National Party Status,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
43,2022-2023,Indian Polity & Governance Notes,43,"UIDAI y It is a Statutory authority established under the provisions of the Aadhaar Act 2016. y It functions under the Ministry of Electronics & Information Technology. y The role of the authority is to issue Unique Identification Numbers (UID), often referred to as ‘Aadhaar number’ to all the residents of India. ( Note: It is not limited to the Citizens of India) y Composition: UIDAI consists of a Chairperson, two part-time Members and the Chief Executive Officer (CEO), who is also the Member-Secretary of the Authority. About Aadhar: y It is a 12-digit individual identification number issued by the UIDAI to the residents of India after a certain verification process. y It serves as proof of identity and proof of address for residents of India. y This number is unique for each individual and will remain valid for a lifetime....",,,Unique Identification Authority of India (UIDAI),file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
44,2022-2023,Indian Polity & Governance Notes,44,"Recently, the Information Commissioner, Heeralal Samariya, was sworn in as the chief of the Central Information Commission (CIC) by the President Of India. Central Information Commission: y Constituted under the Right to Information Act, 2005. y Jurisdiction: Extends over all Central Public Authorities. y Objectives: Exercise the powers conferred on them under the RTI Act, 2005. ⚪ Receive and inquire into complaints from any citizen (Section 18 of the RTI Act, 2005). ⚪ Receive and decide upon the second appeal from any citizen (Section 19 of the RTI Act, 2005). ⚪ Perform the duty of “Monitoring and Reporting “(Section 25 of the RTI Act, 2005). y Composition: It has a Chief Information Commissioner and not more than ten Information Commissioners. y Appointment: Appointed by the President of India on the recommendation of a committee consisting of the Prime Minister as Chairperson, the Leader of Opposition in the Lok Sabha, and a Union Cabinet Minister nominated by the Prime Minister. y ...",,,Central Information Commission,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
45,2022-2023,Indian Polity & Governance Notes,45,"Goods and Services Tax (GST) Council accepted the Group of Ministers’ (GoM) recommendations on long pending constitution of GST appellate tribunal in the country GST Appellate Tribunal (GSTAT): y The Central Goods and Service Tax Act, 2017 (CGST Act) in Section 109 mandates for the constitution of a GSTAT and its Benches. y It will be the specialized appellate authority for resolving disputes under the GST laws. Composition: y The tribunal will have one principal bench in New Delhi and as many benches or boards in states as decided by each state, subject to approval of the council. y North-eastern states could opt for one bench for 2-3 states and an additional bench for very far-flung areas. y The principal bench and state boards would have two technical and two judicial members each, with equal representation from the Centre and states. y All 4 members would not sit for hearing each case. This will depend upon the threshold or value of dues involved....",,,GST Appellate Tribunal,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
46,2022-2023,Indian Polity & Governance Notes,46,"y A star campaigner is a celebrity vote seeker in an election for a party. This person can be anyone, a politician or even a film star. y They are nominated by political parties to campaign in each set of constituencies for a specified duration. y There is no law governing who can or cannot be made a star campaigner. y List of star campaigners must be communicated to Chief Electoral Officer and ECI within a week from election notification date under section 77(1) of Representation of People Act (RPA), 1951. y Recognised political parties can have 40 Star campaigners and an unrecognized (but registered) political party can have 20....",,,Star Campaigners,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
47,2022-2023,Indian Polity & Governance Notes,47,"y Panchayats (Extension to Scheduled Areas) Act, 1996 focuses on protecting the principle of Jal, Jungle , Jameen (Water, forest and land) for the tribals. y The law enacted by the Government of India to cover the “Scheduled areas”, which are not covered in the 73rd amendment of Panchayati Raj Act of the Indian Constitution....",,,"Panchayats (Extension to Scheduled Areas) Act, 1996",file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
48,2022-2023,Indian Polity & Governance Notes,48,The Comptroller and Auditor General of India (CAG) urges the government to adopt audit data standards. Lack of standardization in underlying data structures across government IT applications poses an audit challenge. About CAG: y CAG is the head of the Indian audit & account department and chief Guardian of Public purse. y CAG is an independent authority under the Constitution of India. y It is the institution through which the accountability of the government and other public authorities (all those who spend public funds) to Parliament and State Legislatures and through them to the people is ensured. y Shri Girish Chandra Murmu is the incumbent CAG of India....,,,Comptroller and Auditor General of India,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
49,2022-2023,Indian Polity & Governance Notes,49,"The Aspirational Blocks Programme is on the lines of the Aspirational District Programme that was launched in 2018 and covers 112 districts across the country. y This new programme is aimed at improving performance of blocks lagging on various development parameters. y This will enable holistic development in those areas that require added assistance. y Over half of these blocks are in 6 states—Uttar Pradesh (68 blocks), Bihar (61), Madhya Pradesh (42), Jharkhand (34), Odisha (29) and West Bengal (29). Aspirational Districts Programme It was launched in 2018 and aims to transform districts that have shown relatively lesser progress in key social areas. 3C Strategy: The broad contours of the programme y Convergence (of Central & State Schemes) y Collaboration (of Central, State level ‘Prabhari’ Officers & District Collectors) y Competition (among districts driven by a Mass Movement ) Parameters for Ranking: The ranking is based on the incremental progress made across 49 Key Performance ...",,,Aspirational District Programme,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
50,2022-2023,Indian Polity & Governance Notes,50,"Vibrant Villages Programme (VVP) has been announced in the Union Budget Speech 2022. y It aims at enhancing infrastructure in villages along India’s border with China, in states like Himachal Pradesh, Uttarakhand, and Arunachal Pradesh. y Activities under the VVP include building infrastructure such as housing, tourist centres, road connectivity, providing decentralized renewable energy, direct-to-home access for Doordarshan and educational channels, and support for livelihood generation. y The programme envisages coverage of border villages on the Northern border having sparse population, limited connectivity and infrastructure, which often get left out from the development gains. y Convergence of existing schemes is proposed under VVP. The villages on the Northern border to be covered under VVP are being finalized....",,,Vibrant Village Programme,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
51,2022-2023,Indian Polity & Governance Notes,51,"Uttarakhand became the first state in the country to implement a Uniform Civil Code (UCC). It enacted the UCC under the legislative powers of concurrent list having subjects of marriage, adoption and succession. About UCC: y UCC refers to codification of personal laws of various communities which apply to all citizens equally regardless of their religion, caste, community etc. y Currently, personal laws of various communities are governed by their religious scriptures. y Article 44 of the Indian constitution provides for enabling provision of Uniform Civil Code in India....",,,Uniform Civil Code,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
52,2022-2023,Indian Polity & Governance Notes,52,"The Enforcement Directorate has been heavily criticized by the opposition political parties in India as acting in partisan and biased manner. About the Directorate of Enforcement y First set up in 1956 as an ‘Enforcement unit’ under the administrative control of the Department of Economic Affairs, Ministry of Finance. y Renamed as Enforcement Directorate in 1956 and brought under the administrative control of Department of Revenue, Ministry of Finance in 1960. y For a short period of four years (1973 – 1977), the Enforcement Directorate remained under the administrative jurisdiction of the Department of Personnel & Administrative Reforms. But subsequently came under the administrative control of the Department of Revenue....",,,Directorate of Enforcement,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
53,2022-2023,Indian Polity & Governance Notes,53,"y The Bar Council of India is a statutory body created by Parliament under the Advocates Act of 1961 to regulate and represent the Indian Bar. y Attorney General and Solicitor General of India are ex-officio members of the Bar Council of India. Other members are elected from the state Bar Councils for 5 years. y Major Functions: ⚪ It performs the regulatory function by prescribing standards of professional conduct and etiquettes and by exercising disciplinary jurisdiction over the Bar. ⚪ It sets standards for legal education and grants recognition to Universities whose degree in law will serve as qualification for enrolment as an advocate. ⚪ It performs certain representative functions by protecting the rights, privileges and interests of advocates and through the creation of funds for providing financial assistance to organize welfare schemes for them....",,,Bar Council of India,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
54,2022-2023,Indian Polity & Governance Notes,54,"Lok Sabha Speaker Om Birla inaugurates 19th annual zone III conference of the Commonwealth Parliamentary Association India region at Gangtok. About the Commonwealth Parliamentary Association: y The Commonwealth Parliamentary Association (CPA) is one of the oldest established organizations in the Commonwealth, founded in 1911. y It is a membership association which brings together Members, irrespective of gender, race, religion or culture, who are united by community of interest, respect for the rule of law and individual rights and freedoms, and by the pursuit of the positive ideals of parliamentary democracy. y The Association is made up of over 180 Legislatures (or Branches) divided up between nine geographic regions of the Commonwealth. y It offers a vast opportunity for Parliamentarians and parliamentary staff to collaborate on issues of mutual interest and to share good practice....",,,Commonwealth Parliamentary Association,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
55,2022-2023,Indian Polity & Governance Notes,55,"y A whip is a written order that party members be present for an important vote, or that they vote only in a particular way. y Whip is used in parliamentary parlance often for floor management by political parties in the legislature....",,,Whip in India,file:///Users/harshvardhanjha/upsc-news-digest/docs/Polity-PT730_v3.pdf
